,clips,insertions,gaps,ncf
20344,,0.010964912280701754,0.004366812227074236,0.0
20345,,0.0,0.013186813186813187,0.0
20346,,0.0,0.00684931506849315,0.0
20347,,0.0,0.004608294930875576,0.0
20348,,0.0,0.007042253521126761,0.0
20349,,0.0,0.009615384615384616,0.0
20350,,0.0,0.009615384615384616,0.0
20351,,0.0024509803921568627,0.0024449877750611247,0.0
20352,,0.0,0.0024691358024691358,0.0
20353,,0.0,0.002369668246445498,0.0
20354,,0.0,0.011441647597254004,0.0
20355,,0.0,0.007058823529411765,0.0
20356,,0.0,0.0023923444976076554,0.0
20357,,0.0,0.0,0.0
20358,,0.0,0.004866180048661801,0.0
20359,,0.0,0.017811704834605598,0.0
20360,,0.0,0.03225806451612903,0.0024813895781637717
20361,,0.0,0.005,0.0
20362,,0.0,0.0,0.0
20363,,0.0,0.0049504950495049506,0.0
20364,,0.009569377990430622,0.0,0.0
20365,,0.0,0.03278688524590164,0.0
20366,,0.0,0.016706443914081145,0.002386634844868735
20367,,0.0,0.0024509803921568627,0.0
20368,,0.0,0.0,0.0
20369,,0.0,0.0,0.0
20370,,0.0,0.0,0.0
20371,,0.0,0.004424778761061947,0.0
20372,,0.0,0.002173913043478261,0.0
20373,,0.0,0.002173913043478261,0.0
20374,,0.0,0.002145922746781116,0.0
20375,,0.004347826086956522,0.0,0.0
20376,,0.0,0.004366812227074236,0.0
20377,,0.0,0.0022123893805309734,0.0
20378,,0.0,0.002257336343115124,0.0
20379,,0.0,0.0022675736961451248,0.0
20380,,0.0,0.002288329519450801,0.0
20381,,0.0,0.004545454545454545,0.0
20382,,0.0022988505747126436,0.00684931506849315,0.0
20383,,0.0,0.002320185614849188,0.0
20384,,0.0,0.009111617312072893,0.0
20385,,0.0023094688221709007,0.009153318077803204,0.0
20386,,0.0,0.00228310502283105,0.00228310502283105
20387,,0.0,0.0044943820224719105,0.0
20388,,0.0,0.015555555555555555,0.0
20389,,0.02733485193621868,0.01569506726457399,0.0
20390,,0.0,0.10514541387024609,0.0
20391,,0.0,0.016786570743405275,0.0
20392,,0.0,0.015748031496062992,0.0
20393,,0.0,0.011396011396011397,0.0
20394,,0.0,0.04885057471264368,0.0
20395,,0.0,0.06417112299465241,0.00267379679144385
20396,,0.022792022792022793,0.06648936170212766,0.007978723404255319
20397,,0.0,0.05929919137466307,0.0026954177897574125
20398,,0.0,0.0026666666666666666,0.0
20399,,0.0032679738562091504,0.006493506493506494,0.0
20400,,0.020066889632107024,0.019672131147540985,0.0
20401,,0.0,0.029154518950437316,0.0
20402,,0.0,0.010810810810810811,0.0
20403,,0.0,0.005376344086021506,0.0
20404,,0.0,0.012698412698412698,0.009523809523809525
20405,,0.0030211480362537764,0.006006006006006006,0.0
20406,,0.0,0.04335260115606936,0.0
20407,,0.003048780487804878,0.023809523809523808,0.002976190476190476
20408,,0.0,0.057971014492753624,0.0
20409,,0.0,0.013774104683195593,0.0
20410,,0.0,0.010610079575596816,0.0
20411,,0.0,0.012285012285012284,0.0
20412,,0.0,0.014492753623188406,0.0
20413,,0.0,0.0049261083743842365,0.0
20414,,0.0,0.0075,0.0
20415,,0.002688172043010753,0.0053475935828877,0.0
20416,,0.0,0.016172506738544475,0.0
20417,,0.0,0.008021390374331552,0.0
20418,,0.0,0.010752688172043012,0.0
20419,,0.005509641873278237,0.01358695652173913,0.0
20420,,0.0,0.002457002457002457,0.0
20421,,0.0,0.007317073170731708,0.0
20422,,0.0,0.004819277108433735,0.0
20423,,0.002403846153846154,0.007159904534606206,0.0
20424,,0.0,0.0,0.00228310502283105
20425,,0.0,0.0,0.0
20426,,0.0,0.0,0.0
20427,,0.0,0.006726457399103139,0.0
20428,,0.0,0.0044444444444444444,0.0
20429,,0.0,0.004484304932735426,0.0
20430,,0.0,0.006756756756756757,0.0
20431,,0.0,0.002288329519450801,0.0
20432,,0.0,0.006944444444444444,0.0
20433,,0.0,0.018561484918793503,0.0
20434,,0.0,0.01179245283018868,0.0
20435,,0.0,0.002380952380952381,0.0
20436,,0.0,0.0,0.0
20437,,0.0,0.007281553398058253,0.0
20438,,0.0024691358024691358,0.0024630541871921183,0.0024630541871921183
20439,,0.0,0.019704433497536946,0.0024630541871921183
20440,,0.0,0.007407407407407408,0.0024691358024691358
20441,,0.004878048780487805,0.007263922518159807,0.0
20442,,0.0,0.009900990099009901,0.0
20443,,0.0,0.014669926650366748,0.0
20444,,0.0,0.007594936708860759,0.002531645569620253
20445,,0.0,0.015544041450777202,0.0
20446,,0.0,0.002638522427440633,0.0
20447,,0.0,0.002680965147453083,0.0
20448,,0.0,0.0053475935828877,0.0
20449,,0.0,0.0,0.0
20450,,0.0,0.0,0.0
20451,,0.0,0.0,0.007263922518159807
20452,,0.0,0.0045662100456621,0.00228310502283105
20453,,0.0,0.0022988505747126436,0.0
20454,,0.0,0.0023148148148148147,0.0
20455,,0.002352941176470588,0.0,0.002352941176470588
20456,,0.0,0.004889975550122249,0.0024449877750611247
20457,,0.0,0.0,0.0
20458,,0.0,0.012285012285012284,0.0
20459,,0.0,0.0049382716049382715,0.0
20460,,0.0,0.017766497461928935,0.0
20461,,0.0,0.0024330900243309003,0.0
20462,,0.0,0.004878048780487805,0.0
20463,,0.0,0.0024330900243309003,0.0
20464,,0.0,0.002512562814070352,0.0
20465,,0.0024330900243309003,0.0,0.0
20466,,0.0,0.007371007371007371,0.002457002457002457
20467,,0.0,0.0,0.0
20468,,0.007792207792207792,0.0025906735751295338,0.0025906735751295338
20469,,0.0,0.014450867052023121,0.0
20470,,0.0,0.020887728459530026,0.0
20471,,0.0,0.002617801047120419,0.0
20472,,0.0,0.002617801047120419,0.0
20473,,0.0,0.021897810218978103,0.0
20474,,0.0024154589371980675,0.007194244604316547,0.0
20475,,0.0,0.0025188916876574307,0.0
20476,,0.017948717948717947,0.0025575447570332483,0.0
20477,,0.0,0.016826923076923076,0.0
20478,,0.0024509803921568627,0.0024449877750611247,0.0
20479,,0.0,0.0029411764705882353,0.0
20480,,0.0,0.0,0.0
20481,,0.0,0.0,0.0
20482,,0.0,0.0,0.0
20483,,0.0,0.0,0.0
20484,,0.0,0.002232142857142857,0.0
20485,,0.0,0.011312217194570135,0.0
20486,,0.0,0.0,0.0
20487,,0.0,0.0025,0.0
20488,,0.0,0.0,0.0
20489,,0.0025188916876574307,0.00997506234413965,0.0
20490,,0.0,0.007462686567164179,0.0
20491,,0.0,0.007444168734491315,0.0
20492,,0.0,0.014527845036319613,0.0
20493,,0.0,0.0275,0.0
20494,,0.0,0.01881720430107527,0.0
20495,,0.0,0.021447721179624665,0.0
20496,,0.0,0.013513513513513514,0.002702702702702703
20497,,0.0026666666666666666,0.0026595744680851063,0.0026595744680851063
20498,,0.0,0.014457831325301205,0.0
20499,,0.0,0.0069767441860465115,0.0
20500,,0.0,0.0,0.002352941176470588
20501,,0.0,0.0022727272727272726,0.0022727272727272726
20502,,0.0,0.0,0.0
20503,,0.0,0.002288329519450801,0.0
20504,,0.0,0.015625,0.002232142857142857
20505,,0.0,0.011185682326621925,0.0
20506,,0.0,0.0045871559633027525,0.0022935779816513763
20507,,0.0,0.0022988505747126436,0.004597701149425287
20508,,0.0,0.002277904328018223,0.004555808656036446
20509,,0.0,0.0045351473922902496,0.0
20510,,0.002277904328018223,0.0045351473922902496,0.0
20511,,0.0,0.020134228187919462,0.0
20512,,0.0,0.011235955056179775,0.0
20513,,0.0,0.0044444444444444444,0.0
20514,,0.0,0.006593406593406593,0.0
20515,,0.0,0.008733624454148471,0.0
20516,,0.002173913043478261,0.0064794816414686825,0.0
20517,,0.0,0.0,0.0
20518,,0.0021929824561403508,0.002188183807439825,0.0
20519,,0.0,0.0,0.002197802197802198
20520,,0.0,0.0,0.0
20521,,0.0,0.002232142857142857,0.0
20522,,0.0,0.0,0.0
20523,,0.0,0.0,0.0
20524,,0.0,0.002188183807439825,0.0
20525,,0.0,0.0,0.0
20526,,0.0,0.0,0.0
20527,,0.0,0.01293103448275862,0.0
20528,,0.0,0.002173913043478261,0.0
20529,,0.0,0.0,0.0
20530,,0.0,0.0021929824561403508,0.0
20531,,0.0,0.0022222222222222222,0.0
20532,,0.0,0.0022172949002217295,0.0
20533,,0.0,0.0021929824561403508,0.0
20534,,0.0,0.0,0.0
20535,,0.0,0.002188183807439825,0.0
20536,,0.0,0.0,0.0
20537,,0.004291845493562232,0.0,0.002145922746781116
20538,,0.0,0.0,0.0
20539,,0.0,0.0,0.0
20540,,0.0021929824561403508,0.0,0.0
20541,,0.0,0.0,0.0022935779816513763
20542,,0.0,0.006864988558352402,0.0
20543,,0.0,0.0,0.0
20544,,0.008086253369272238,0.0,0.0
20545,,0.0,0.05185185185185185,0.0
20546,,0.0,0.004819277108433735,0.0
20547,,0.0,0.0,0.0
20548,,0.0,0.009345794392523364,0.0
20549,,0.002242152466367713,0.004464285714285714,0.0
20550,,0.0022471910112359553,0.0,0.0
20551,,0.0,0.0,0.0
20552,,0.004514672686230248,0.0,0.0
20553,,0.002325581395348837,0.0,0.0
20554,,0.0,0.0023584905660377358,0.0023584905660377358
20555,,0.0,0.0071090047393364926,0.002369668246445498
20556,,0.0,0.0024330900243309003,0.0
20557,,0.0,0.007633587786259542,0.002544529262086514
20558,,0.0,0.0024630541871921183,0.0
20559,,0.0,0.016908212560386472,0.0
20560,,0.0,0.002457002457002457,0.0
20561,,0.0,0.0,0.0024096385542168677
20562,,0.0023094688221709007,0.004597701149425287,0.0
20563,,0.0,0.002347417840375587,0.002347417840375587
20564,,0.0,0.0,0.0
20565,,0.0,0.002380952380952381,0.0
20566,,0.0,0.0,0.0
20567,,0.0,0.00234192037470726,0.0
20568,,0.002347417840375587,0.004672897196261682,0.0
20569,,0.0,0.011961722488038277,0.0
20570,,0.0,0.0023923444976076554,0.0
20571,,0.0,0.002331002331002331,0.0
20572,,0.0,0.0,0.0
20573,,0.0,0.0,0.0
20574,,0.0,0.0022172949002217295,0.0
20575,,0.0,0.0022026431718061676,0.0
20576,,0.0,0.0043859649122807015,0.0
20577,,0.0,0.0022271714922048997,0.0
20578,,0.0,0.004484304932735426,0.0
20579,,0.0,0.006880733944954129,0.0
20580,,0.0,0.0071090047393364926,0.0
20581,,0.0,0.0069605568445475635,0.0
20582,,0.0,0.002331002331002331,0.0
20583,,0.0,0.004672897196261682,0.0
20584,,0.0,0.004651162790697674,0.0
20585,,0.0,0.002320185614849188,0.0
20586,,0.0,0.0,0.0
20587,,0.0,0.0,0.0
20588,,0.0024390243902439024,0.0048543689320388345,0.0
20589,,0.0,0.01904761904761905,0.0
20590,,0.0,0.007159904534606206,0.0
20591,,0.0,0.002380952380952381,0.0
20592,,0.0,0.004761904761904762,0.0
20593,,0.0,0.0024449877750611247,0.0
20594,,0.0,0.0,0.0
20595,,0.0,0.0,0.0
20596,,0.0,0.0,0.0
20597,,0.003194888178913738,0.0031847133757961785,0.0
20598,,0.0035335689045936395,0.0035211267605633804,0.0
20599,,0.0,0.007142857142857143,0.0035714285714285713
20600,,0.0,0.007662835249042145,0.011494252873563218
20601,,0.0037735849056603774,0.018518518518518517,0.0
20602,,0.0,0.018115942028985508,0.010869565217391304
20603,,0.0,0.03723404255319149,0.0
20604,,,,
20605,,,,
20606,,,,
20607,,,,
20608,,,,
20609,,,,
20610,,,,
20611,,,,
20612,,,,
20613,,,,
20614,,,,
20615,,0.0,0.0,0.0
20616,,0.0,0.0029585798816568047,0.0
20617,,0.005780346820809248,0.011428571428571429,0.002857142857142857
20618,,0.0024154589371980675,0.041666666666666664,0.0
20619,,0.0,0.038901601830663615,0.002288329519450801
20620,,0.0,0.004750593824228029,0.0
20621,,0.0,0.0,0.0
20622,,0.0,0.00234192037470726,0.0
20623,,0.0,0.0,0.0
20624,,0.0,0.0,0.0
20625,,0.0,0.0,0.0
20626,,0.0,0.0,0.0
20627,,0.0,0.0,0.0
20628,,0.0,0.0,0.0
20629,,0.0,0.002277904328018223,0.0
20630,,0.0,0.0,0.0
20631,,0.0,0.0,0.0
20632,,0.0,0.0,0.0
20633,,0.0,0.0,0.0
20634,,0.0,0.0,0.0
20635,,0.0,0.014388489208633094,0.004796163069544364
20636,,0.0,0.004889975550122249,0.0
20637,,0.0,0.0024630541871921183,0.0
20638,,0.0,0.007425742574257425,0.0
20639,,0.014962593516209476,0.0024875621890547263,0.0
20640,,0.0,0.0,0.0
20641,,0.0,0.0025188916876574307,0.0
20642,,0.0,0.00510204081632653,0.0
20643,,0.002512562814070352,0.005,0.0
20644,,0.0,0.004842615012106538,0.0
20645,,0.0,0.004830917874396135,0.0024154589371980675
20646,,0.0,0.007058823529411765,0.0
20647,,0.0,0.002347417840375587,0.0
20648,,0.0,0.002336448598130841,0.0
20649,,0.0,0.002320185614849188,0.0
20650,,0.0,0.002242152466367713,0.0
20651,,0.0,0.004434589800443459,0.0
20652,,0.0,0.004415011037527594,0.0
20653,,0.0,0.004415011037527594,0.0
20654,,0.0,0.0022123893805309734,0.0
20655,,0.0,0.0022123893805309734,0.0
20656,,0.0,0.004454342984409799,0.0
20657,,0.0,0.00234192037470726,0.0
20658,,0.0,0.004796163069544364,0.0
20659,,0.0,0.007425742574257425,0.0
20660,,0.0,0.0049504950495049506,0.0
20661,,0.0,0.027093596059113302,0.0
20662,,0.0,0.005141388174807198,0.0
20663,,0.0,0.002564102564102564,0.0
20664,,0.0,0.0025575447570332483,0.0
20665,,0.0026109660574412533,0.0026041666666666665,0.0
20666,,0.0,0.004807692307692308,0.0
20667,,0.017114914425427872,0.0024390243902439024,0.0
20668,,0.0,0.03614457831325301,0.0
20669,,0.0,0.014742014742014743,0.0
20670,,0.0,0.004987531172069825,0.0
20671,,0.0,0.00966183574879227,0.0
20672,,0.0,0.011933174224343675,0.0
20673,,0.0,0.011933174224343675,0.0
20674,,0.0024449877750611247,0.012077294685990338,0.0
20675,,0.0,0.014527845036319613,0.0
20676,,0.0,0.01,0.0
20677,,0.0,0.010126582278481013,0.0
20678,,0.0,0.04050632911392405,0.0
20679,,0.0,0.04358974358974359,0.0
20680,,0.0521978021978022,0.026737967914438502,0.0
20681,,0.0,0.06233062330623306,0.0
20682,,0.003236245954692557,0.02830188679245283,0.0031446540880503146
20683,,0.0,0.05521472392638037,0.0
20684,,0.0,0.006006006006006006,0.0
20685,,0.0,0.005128205128205128,0.0
20686,,0.0,0.007211538461538462,0.0
20687,,0.0,0.013761467889908258,0.0
20688,,0.0,0.0045871559633027525,0.0
20689,,0.0,0.002336448598130841,0.0
20690,,0.0,0.00234192037470726,0.0
20691,,0.0,0.002403846153846154,0.0
20692,,0.0,0.011682242990654205,0.0
20693,,0.0,0.009501187648456057,0.0
20694,,0.0,0.0069124423963133645,0.0
20695,,0.0,0.002336448598130841,0.0
20696,,0.0,0.0023094688221709007,0.0
20697,,0.0,0.00228310502283105,0.0
20698,,0.0,0.0022271714922048997,0.0
20699,,0.0,0.004434589800443459,0.0
20700,,0.0,0.0022271714922048997,0.0
20701,,0.0,0.006944444444444444,0.0
20702,,0.0,0.009280742459396751,0.0
20703,,0.0,0.004705882352941176,0.0
20704,,0.0,0.002369668246445498,0.0
20705,,0.0,0.0023752969121140144,0.0023752969121140144
20706,,0.0,0.002325581395348837,0.0
20707,,0.0,0.004651162790697674,0.0
20708,,0.0,0.004629629629629629,0.0
20709,,0.0,0.006818181818181818,0.0
20710,,0.0,0.0022624434389140274,0.0
20711,,0.0,0.002242152466367713,0.0
20712,,0.0,0.0022675736961451248,0.0022675736961451248
20713,,0.0,0.009029345372460496,0.0
20714,,0.0,0.0022675736961451248,0.0
20715,,0.0,0.002257336343115124,0.0
20716,,0.0,0.008968609865470852,0.0
20717,,0.020642201834862386,0.0045662100456621,0.0
20718,,0.0,,0.0
20719,,0.0,0.1990521327014218,0.0
20720,,0.0,0.12244897959183673,0.0
20721,,0.0,0.044673539518900345,0.0
20722,,0.0,0.0392156862745098,0.0
20723,,0.0043859649122807015,0.05,0.0
20724,,,,
20725,,,,
20726,,0.0,0.03488372093023256,0.0
20727,,,,
20728,,0.0,0.03225806451612903,0.018433179723502304
20729,,0.0,0.07037037037037037,0.0
20730,,0.00398406374501992,0.052830188679245285,0.0
20731,,0.0,0.03515625,0.0
20732,,0.0,0.05019305019305019,0.0
20733,,0.0,0.006153846153846154,0.003076923076923077
20734,,0.0030864197530864196,0.009174311926605505,0.0
20735,,0.0,0.01488095238095238,0.002976190476190476
20736,,0.0,0.011940298507462687,0.0029850746268656717
20737,,0.009259259259259259,0.01818181818181818,0.0030303030303030303
20738,,0.0031545741324921135,0.05089820359281437,0.0
20739,,0.0,0.00906344410876133,0.0030211480362537764
20740,,0.0,0.01837270341207349,0.0026246719160104987
20741,,0.0,0.005128205128205128,0.0
20742,,0.0024752475247524753,0.0049261083743842365,0.0
20743,,0.0,0.002336448598130841,0.0
20744,,0.0,0.004629629629629629,0.0
20745,,0.0,0.0022271714922048997,0.0
20746,,0.0,0.004484304932735426,0.0
20747,,0.0,0.004524886877828055,0.0
20748,,0.0,0.006787330316742082,0.0
20749,,0.0,0.006880733944954129,0.0
20750,,0.002304147465437788,0.006864988558352402,0.0
20751,,0.002336448598130841,0.0069605568445475635,0.0
20752,,0.002336448598130841,0.009259259259259259,0.0
20753,,0.007317073170731708,0.00966183574879227,0.0024154589371980675
20754,,0.0,0.0166270783847981,0.0
20755,,0.0,0.007177033492822967,0.0
20756,,0.0,0.012232415902140673,0.0
20757,,0.0,0.003067484662576687,0.0
20758,,0.0,0.008797653958944282,0.0
20759,,0.0,0.014450867052023121,0.0
20760,,0.0,0.01662049861495845,0.013850415512465374
20761,,0.0,0.004739336492890996,0.0
20762,,0.0,0.007058823529411765,0.0
20763,,0.0,0.009195402298850575,0.0
20764,,0.0,0.002352941176470588,0.0
20765,,0.0,0.00468384074941452,0.0
20766,,0.0,0.002369668246445498,0.0
20767,,0.0,0.002336448598130841,0.0
20768,,0.0,0.0022988505747126436,0.0
20769,,0.0,0.006880733944954129,0.0
20770,,0.0,0.0066518847006651885,0.0
20771,,0.0,0.011160714285714286,0.0
20772,,0.0,0.006802721088435374,0.0
20773,,0.0,0.007371007371007371,0.0
20774,,0.0,0.03409090909090909,0.0
20775,,0.0,0.009302325581395349,0.0
20776,,0.0,0.004694835680751174,0.0
20777,,0.0,0.004629629629629629,0.0
20778,,0.0,0.0045662100456621,0.00228310502283105
20779,,0.0,0.002257336343115124,0.0
20780,,0.0022935779816513763,0.0045662100456621,0.0
20781,,0.0,0.007142857142857143,0.0
20782,,0.0,0.0024096385542168677,0.0
20783,,0.0024096385542168677,0.002403846153846154,0.0
20784,,0.0,0.004962779156327543,0.0
20785,,0.004962779156327543,0.0024752475247524753,0.0
20786,,0.0,0.005063291139240506,0.0
20787,,0.0,0.002570694087403599,0.0
20788,,0.0,0.007751937984496124,0.0
20789,,0.0,0.0024813895781637717,0.0
20790,,0.0,0.01,0.0
20791,,0.007594936708860759,0.010025062656641603,0.0
20792,,0.0,0.024096385542168676,0.0
20793,,0.0,0.01182033096926714,0.0
20794,,0.0,0.009456264775413711,0.0
20795,,0.0,0.02534562211981567,0.0
20796,,0.0,0.006993006993006993,0.0
20797,,0.002398081534772182,0.007142857142857143,0.002380952380952381
20798,,0.0,0.0024390243902439024,0.0
20799,,0.0,0.002403846153846154,0.0
20800,,0.0,0.0045351473922902496,0.0
20801,,0.0,0.006896551724137931,0.0
20802,,0.0,0.00909090909090909,0.0
20803,,0.0,0.004524886877828055,0.0
20804,,0.0,0.006772009029345372,0.0
20805,,0.0,0.013333333333333334,0.0
20806,,0.0,0.008908685968819599,0.0
20807,,0.0,0.0044742729306487695,0.0
20808,,0.0,0.006864988558352402,0.0
20809,,0.0,0.009345794392523364,0.0
20810,,0.009456264775413711,0.007042253521126761,0.0
20811,,0.0028169014084507044,0.013888888888888888,0.011111111111111112
20812,,0.0,0.011527377521613832,0.002881844380403458
20813,,0.0,0.008645533141210375,0.0
20814,,0.0,0.07650273224043716,0.00273224043715847
20815,,0.0,0.008875739644970414,0.0
20816,,0.0,0.026239067055393587,0.0
20817,,0.0,0.05763688760806916,0.005763688760806916
20818,,0.0,0.009146341463414634,0.0
20819,,0.0,0.023333333333333334,0.0033333333333333335
20820,,0.0,0.013559322033898305,0.0
20821,,0.15503875968992248,0.03007518796992481,0.0
20822,,0.0,0.14473684210526316,0.003289473684210526
20823,,0.0,0.003787878787878788,0.0
20824,,0.0,0.008064516129032258,0.0
20825,,,,
20826,,0.0,0.011194029850746268,0.0
20827,,0.0,0.014669926650366748,0.0
20828,,0.0,0.004807692307692308,0.0
20829,,0.0,0.011764705882352941,0.002352941176470588
20830,,0.0,0.0070921985815602835,0.0
20831,,0.0,0.007142857142857143,0.0
20832,,0.0,0.007177033492822967,0.0
20833,,0.0,0.009569377990430622,0.0
20834,,0.0,0.010638297872340425,0.0
20835,,0.005479452054794521,0.01084010840108401,0.0
20836,,0.0,0.013513513513513514,0.0
20837,,0.0026954177897574125,0.010666666666666666,0.0
20838,,0.0027624309392265192,0.01092896174863388,0.00273224043715847
20839,,0.0024509803921568627,0.0072992700729927005,0.0
20840,,0.0,0.0075,0.0
20841,,0.0,0.007518796992481203,0.0
20842,,0.0,0.004975124378109453,0.0
20843,,0.0,0.014814814814814815,0.0
20844,,0.0,0.0072992700729927005,0.0
20845,,0.0,0.004914004914004914,0.002457002457002457
20846,,0.0,0.012345679012345678,0.0
20847,,0.002688172043010753,0.021052631578947368,0.0
20848,,0.0026954177897574125,0.008021390374331552,0.0
20849,,0.0,0.01891891891891892,0.0
20850,,0.0028169014084507044,0.024725274725274724,0.0
20851,,0.0,0.02535211267605634,0.0028169014084507044
20852,,0.0,0.005494505494505495,0.0
20853,,0.0,0.002777777777777778,0.0
20854,,0.0,0.010362694300518135,0.0
20855,,0.0,0.0026109660574412533,0.0
20856,,0.0,0.010282776349614395,0.0
20857,,0.0,0.0026455026455026454,0.0
20858,,0.0,0.01038961038961039,0.0
20859,,0.0,0.002638522427440633,0.0
20860,,0.002617801047120419,0.0026109660574412533,0.0026109660574412533
20861,,0.0,0.002551020408163265,0.0
20862,,0.0,0.002583979328165375,0.0
20863,,0.00267379679144385,0.005319148936170213,0.0
20864,,0.0,0.010526315789473684,0.0
20865,,0.0,0.007978723404255319,0.0
20866,,0.0,0.007874015748031496,0.0
20867,,0.002583979328165375,0.03007518796992481,0.0
20868,,0.0,0.007334963325183374,0.0
20869,,0.0,0.007389162561576354,0.0
20870,,0.0,0.009779951100244499,0.0
20871,,0.002352941176470588,0.011627906976744186,0.0
20872,,0.0,0.0023752969121140144,0.0
20873,,0.0,0.007125890736342043,0.0
20874,,0.0,0.014150943396226415,0.0
20875,,0.0,0.004618937644341801,0.0
20876,,0.0,0.002347417840375587,0.0
20877,,0.0,0.0023584905660377358,0.0
20878,,0.0,0.0,0.0
20879,,0.0,0.0,0.0
20880,,0.0048543689320388345,0.009615384615384616,0.0
20881,,0.0,0.007211538461538462,0.0
20882,,0.0,0.0023752969121140144,0.0
20883,,0.0,0.002386634844868735,0.0
20884,,0.0,0.009389671361502348,0.0
20885,,0.0,0.0071090047393364926,0.0
20886,,0.0,0.004842615012106538,0.0
20887,,0.0,0.012135922330097087,0.0
20888,,0.0,0.004878048780487805,0.0
20889,,0.0,0.02669902912621359,0.0
20890,,0.004975124378109453,0.012285012285012284,0.0
20891,,0.0024691358024691358,0.024096385542168676,0.0
20892,,0.0,0.007481296758104738,0.0
20893,,0.013513513513513514,0.00804289544235925,0.002680965147453083
20894,,0.0,0.07084468664850137,0.0
20895,,0.0,0.022508038585209004,0.0
20896,,0.0,0.013201320132013201,0.0
20897,,0.0029411764705882353,0.008746355685131196,0.0
20898,,0.0,0.03170028818443804,0.002881844380403458
20899,,0.0,0.0,0.002544529262086514
20900,,0.0,0.0024330900243309003,0.0024330900243309003
20901,,0.0,0.006880733944954129,0.0
20902,,0.0,0.0,0.0
20903,,0.004555808656036446,0.0045351473922902496,0.0022675736961451248
20904,,0.0,0.013824884792626729,0.0
20905,,0.0,0.005012531328320802,0.0
20906,,0.0,0.0,0.0
20907,,0.002551020408163265,0.0,0.0
20908,,0.0,0.005361930294906166,0.0
20909,,0.0,0.013020833333333334,0.0
20910,,0.0,0.02743142144638404,0.0
20911,,0.0027247956403269754,0.002717391304347826,0.0
20912,,0.0027548209366391185,0.0027472527472527475,0.0027472527472527475
20913,,0.0,0.028795811518324606,0.0
20914,,0.0,0.002702702702702703,0.002702702702702703
20915,,0.0,0.016483516483516484,0.0027472527472527475
20916,,0.0,0.002785515320334262,0.0
20917,,0.0,0.005449591280653951,0.0
20918,,0.0,0.0024752475247524753,0.0
20919,,0.0,0.0024630541871921183,0.0
20920,,0.0,0.0047169811320754715,0.0
20921,,0.0,0.002364066193853428,0.002364066193853428
20922,,0.0,0.004694835680751174,0.0
20923,,0.0,0.011547344110854504,0.0
20924,,0.0,0.004662004662004662,0.0
20925,,0.0,0.002336448598130841,0.0
20926,,0.0,0.004728132387706856,0.0
20927,,0.0,0.004672897196261682,0.0
20928,,0.0,0.018867924528301886,0.0
20929,,0.0023923444976076554,0.0,0.0
20930,,0.0,0.007228915662650603,0.0
20931,,0.0,0.002386634844868735,0.0
20932,,0.0,0.0023752969121140144,0.0
20933,,0.0,0.004629629629629629,0.0
20934,,0.002304147465437788,0.0045871559633027525,0.0
20935,,0.0,0.0,0.0
20936,,0.002197802197802198,0.0,0.0
20937,,0.0,0.002188183807439825,0.0
20938,,0.0,0.0022222222222222222,0.0
20939,,0.0,0.0,0.0
20940,,0.0,0.0,0.0
20941,,0.0,0.0,0.0
20942,,0.0,0.0,0.0
20943,,0.0,0.0,0.0
20944,,0.00228310502283105,0.0,0.0
20945,,0.002336448598130841,0.002331002331002331,0.0
20946,,0.0,0.00477326968973747,0.0
20947,,0.0,0.004739336492890996,0.0
20948,,0.0023923444976076554,0.002386634844868735,0.0
20949,,0.0,0.004694835680751174,0.002347417840375587
20950,,0.0,0.0091324200913242,0.0
20951,,0.0022935779816513763,0.011337868480725623,0.0
20952,,0.0,0.004597701149425287,0.0
20953,,0.0,0.004618937644341801,0.0
20954,,0.0,0.0117096018735363,0.0
20955,,0.002331002331002331,0.0,0.0
20956,,0.0,0.0,0.0
20957,,0.0,0.004914004914004914,0.002457002457002457
20958,,0.0,0.01272264631043257,0.002544529262086514
20959,,0.0,0.0025974025974025974,0.0
20960,,0.0,0.008064516129032258,0.0
20961,,0.0,0.013192612137203167,0.0
20962,,0.0,0.005208333333333333,0.0026041666666666665
20963,,0.0,0.01808785529715762,0.00516795865633075
20964,,0.0,0.020671834625323,0.007751937984496124
20965,,0.0,0.02284263959390863,0.005076142131979695
20966,,0.0,0.012853470437017995,0.0
20967,,0.0,0.007832898172323759,0.0
20968,,0.0,0.01038961038961039,0.0
20969,,0.0,0.01278772378516624,0.0
20970,,0.0,0.005128205128205128,0.005128205128205128
20971,,0.007371007371007371,0.0,0.0
20972,,0.0,0.0024813895781637717,0.0
20973,,0.0,0.002403846153846154,0.0
20974,,0.0,0.007594936708860759,0.002531645569620253
20975,,0.0,0.007444168734491315,0.0
20976,,0.0,0.0024449877750611247,0.0
20977,,0.0,0.0024937655860349127,0.0
20978,,0.0024752475247524753,0.0024691358024691358,0.0
20979,,0.0,0.002386634844868735,0.0
20980,,0.004819277108433735,0.007177033492822967,0.0023923444976076554
20981,,0.002380952380952381,0.03002309468822171,0.0
20982,,0.0,0.0047169811320754715,0.0023584905660377358
20983,,0.0,0.002331002331002331,0.0
20984,,0.0,0.00234192037470726,0.0
20985,,0.0,0.0,0.002331002331002331
20986,,0.0,0.002325581395348837,0.0
20987,,0.002320185614849188,0.0023148148148148147,0.0
20988,,0.0,0.002331002331002331,0.0
20989,,0.0,0.004750593824228029,0.0
